data,accuracy,precision_score,recall_score,f1_score,time
data_1,0.7597402597402597,0.5925925925925926,0.6808510638297872,0.6336633663366336,0:00:09
data_2,0.745,0.1368421052631579,0.8125,0.23423423423423426,0:00:09
data_3,0.97,0.7900552486187845,0.934640522875817,0.8562874251497005,0:00:12
data_4,0.9736842105263158,0.9375,1.0,0.967741935483871,0:00:09
