data,accuracy,precision_score,recall_score,f1_score,time
data_1,0.8181818181818182,0.6851851851851852,0.7708333333333334,0.7254901960784315,0:00:12
data_2,0.725,0.18596491228070175,0.5520833333333334,0.2782152230971129,0:00:12
data_3,0.958125,0.7237569060773481,0.8851351351351351,0.7963525835866261,0:00:13
data_4,0.9736842105263158,0.9375,1.0,0.967741935483871,0:00:14
