data,accuracy,precision_score,recall_score,f1_score,time
data_1,0.8051948051948052,0.5740740740740741,0.8157894736842105,0.6739130434782609,0:00:09
data_2,0.748,0.15087719298245614,0.8113207547169812,0.25443786982248523,0:00:08
data_3,0.928125,0.4861878453038674,0.8,0.604810996563574,0:00:09
data_4,0.9649122807017544,0.9166666666666666,1.0,0.9565217391304348,0:00:08
